Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Buttons,Chrome 117.0.0.0,,,2023-09-21 16:41:58,2023-09-21 16:49:06,7m - 7.352s,PASSED
,,,,,,,
Test Cases/Buttons/Overview,Chrome 117.0.0.0,,,2023-09-21 16:41:58,2023-09-21 16:44:45,2m - 46.601s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-21 16:41:59,2023-09-21 16:42:00,1.530s,PASSED
"navigateToUrl(""https://delightful-stone-07bb55f0f.3.azurestaticapps.net/"")",Chrome 117.0.0.0,,,2023-09-21 16:42:00,2023-09-21 16:42:11,10.676s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-09-21 16:42:11,2023-09-21 16:42:11,0.135s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Sign In""))",Chrome 117.0.0.0,,,2023-09-21 16:42:11,2023-09-21 16:42:13,2.611s,PASSED
"setText(findTestObject(""Object Repository/Overview/Page_FakeDoor/input_User Name_username""), ""admin2"")",Chrome 117.0.0.0,,,2023-09-21 16:42:13,2023-09-21 16:42:30,16.257s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Overview/Page_FakeDoor/input_Password_password""), ""Lm1Albv1LteQ2KmNJoEiNQ=="")",Chrome 117.0.0.0,,,2023-09-21 16:42:30,2023-09-21 16:42:34,4.539s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Login""))",Chrome 117.0.0.0,,,2023-09-21 16:42:34,2023-09-21 16:42:37,2.420s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/span_Overview""))",Chrome 117.0.0.0,,,2023-09-21 16:42:37,2023-09-21 16:42:44,6.828s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/p_Start Lesson""))",Chrome 117.0.0.0,,,2023-09-21 16:42:44,2023-09-21 16:42:51,7.691s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj""))",Chrome 117.0.0.0,,,2023-09-21 16:42:51,2023-09-21 16:42:54,2.979s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1""))",Chrome 117.0.0.0,,,2023-09-21 16:42:54,2023-09-21 16:43:01,7.198s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2""))",Chrome 117.0.0.0,,,2023-09-21 16:43:01,2023-09-21 16:43:08,6.969s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3""))",Chrome 117.0.0.0,,,2023-09-21 16:43:08,2023-09-21 16:43:15,6.922s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3_4""))",Chrome 117.0.0.0,,,2023-09-21 16:43:15,2023-09-21 16:43:22,6.937s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3_4_5""))",Chrome 117.0.0.0,,,2023-09-21 16:43:22,2023-09-21 16:43:29,7.158s,PASSED
