Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Buttons,Chrome 117.0.0.0,,,2023-09-21 09:47:17,2023-09-21 09:54:13,6m - 55.570s,PASSED
,,,,,,,
Test Cases/Buttons/Overview,Chrome 117.0.0.0,,,2023-09-21 09:47:18,2023-09-21 09:49:31,2m - 13.335s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-21 09:47:18,2023-09-21 09:47:20,1.932s,PASSED
"navigateToUrl(""https://delightful-stone-07bb55f0f.3.azurestaticapps.net/"")",Chrome 117.0.0.0,,,2023-09-21 09:47:20,2023-09-21 09:47:30,9.893s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-09-21 09:47:30,2023-09-21 09:47:30,0.174s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Sign In""))",Chrome 117.0.0.0,,,2023-09-21 09:47:30,2023-09-21 09:47:31,1.687s,PASSED
"setText(findTestObject(""Object Repository/Overview/Page_FakeDoor/input_User Name_username""), ""admin2"")",Chrome 117.0.0.0,,,2023-09-21 09:47:31,2023-09-21 09:47:37,6.073s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Overview/Page_FakeDoor/input_Password_password""), ""Lm1Albv1LteQ2KmNJoEiNQ=="")",Chrome 117.0.0.0,,,2023-09-21 09:47:37,2023-09-21 09:47:40,2.482s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Login""))",Chrome 117.0.0.0,,,2023-09-21 09:47:40,2023-09-21 09:47:41,1.383s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/span_Overview""))",Chrome 117.0.0.0,,,2023-09-21 09:47:41,2023-09-21 09:47:46,4.434s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/p_Start Lesson""))",Chrome 117.0.0.0,,,2023-09-21 09:47:46,2023-09-21 09:47:51,5.394s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj""))",Chrome 117.0.0.0,,,2023-09-21 09:47:51,2023-09-21 09:47:53,1.994s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1""))",Chrome 117.0.0.0,,,2023-09-21 09:47:53,2023-09-21 09:47:58,4.999s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2""))",Chrome 117.0.0.0,,,2023-09-21 09:47:58,2023-09-21 09:48:03,4.951s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3""))",Chrome 117.0.0.0,,,2023-09-21 09:48:03,2023-09-21 09:48:08,5.084s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3_4""))",Chrome 117.0.0.0,,,2023-09-21 09:48:08,2023-09-21 09:48:13,5.070s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3_4_5""))",Chrome 117.0.0.0,,,2023-09-21 09:48:13,2023-09-21 09:48:19,5.239s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3_4_5_6""))",Chrome 117.0.0.0,,,2023-09-21 09:48:19,2023-09-21 09:48:24,5.009s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3_4_5_6_7""))",Chrome 117.0.0.0,,,2023-09-21 09:48:24,2023-09-21 09:48:29,4.999s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/img_Back_MuiBox-root mui-style-1f4e7rj_1_2_3_4_5_6_7_8""))",Chrome 117.0.0.0,,,2023-09-21 09:48:29,2023-09-21 09:48:34,5.080s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:48:34,2023-09-21 09:48:35,1.880s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:48:35,2023-09-21 09:48:37,1.620s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:48:37,2023-09-21 09:48:39,1.583s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:48:39,2023-09-21 09:48:41,2.055s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:48:41,2023-09-21 09:49:03,22.411s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:49:03,2023-09-21 09:49:05,2.078s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:49:05,2023-09-21 09:49:07,2.080s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:49:07,2023-09-21 09:49:09,2.083s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:49:09,2023-09-21 09:49:11,2.080s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-09-21 09:49:11,2023-09-21 09:49:13,1.594s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/p_Reminder""))",Chrome 117.0.0.0,,,2023-09-21 09:49:13,2023-09-21 09:49:18,5.106s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/span_Overview""))",Chrome 117.0.0.0,,,2023-09-21 09:49:18,2023-09-21 09:49:20,1.882s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/p_Reminder""))",Chrome 117.0.0.0,,,2023-09-21 09:49:20,2023-09-21 09:49:25,4.875s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/span_Overview""))",Chrome 117.0.0.0,,,2023-09-21 09:49:25,2023-09-21 09:49:27,1.794s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/button_Overview_MuiButtonBase-root MuiIconB_eec332""))",Chrome 117.0.0.0,,,2023-09-21 09:49:27,2023-09-21 09:49:29,1.788s,PASSED
"click(findTestObject(""Object Repository/Overview/Page_FakeDoor/span_Logout""))",Chrome 117.0.0.0,,,2023-09-21 09:49:29,2023-09-21 09:49:30,1.631s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-21 09:49:30,2023-09-21 09:49:31,0.695s,PASSED
,,,,,,,
Test Cases/Buttons/Profile,Chrome 117.0.0.0,,,2023-09-21 09:49:31,2023-09-21 09:50:20,48.786s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-21 09:49:31,2023-09-21 09:49:32,1.192s,PASSED
"navigateToUrl(""https://delightful-stone-07bb55f0f.3.azurestaticapps.net/"")",Chrome 117.0.0.0,,,2023-09-21 09:49:32,2023-09-21 09:49:35,2.299s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-09-21 09:49:35,2023-09-21 09:49:35,0.129s,PASSED
"click(findTestObject(""Object Repository/Profile/Page_FakeDoor/button_Sign In""))",Chrome 117.0.0.0,,,2023-09-21 09:49:35,2023-09-21 09:49:36,1.640s,PASSED
"setText(findTestObject(""Object Repository/Profile/Page_FakeDoor/input_User Name_username""), ""admin2"")",Chrome 117.0.0.0,,,2023-09-21 09:49:36,2023-09-21 09:49:40,4.016s,PASSED
